GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),PlayerType(PlayerType-1),PlayerType(PlayerType-0),Winner(PlayerIdx)
1939385821,SushiGo,3,GAME_OVER,62,0,2,123,BasicMCTS,66.0,56.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-765151654,SushiGo,3,GAME_OVER,62,0,2,124,BasicMCTS,55.0,50.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-382843140,SushiGo,3,GAME_OVER,60,0,2,125,BasicMCTS,80.0,42.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
1616233144,SushiGo,3,GAME_OVER,62,0,2,126,BasicMCTS,63.0,40.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-1825767405,SushiGo,3,GAME_OVER,61,0,2,127,BasicMCTS,57.0,48.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-1681345762,SushiGo,3,GAME_OVER,62,0,2,128,BasicMCTS,47.0,47.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-1466223696,SushiGo,3,GAME_OVER,62,0,2,129,BasicMCTS,48.0,46.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-898042700,SushiGo,3,GAME_OVER,61,0,2,130,BasicMCTS,56.0,52.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-622095176,SushiGo,3,GAME_OVER,60,0,2,131,BasicMCTS,55.0,46.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-1621553363,SushiGo,3,GAME_OVER,63,0,2,132,BasicMCTS,58.0,56.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
2021511387,SushiGo,3,GAME_OVER,61,0,2,133,BasicMCTS,48.0,47.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-1677040338,SushiGo,3,GAME_OVER,63,0,2,134,BasicMCTS,61.0,42.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
1955989905,SushiGo,3,GAME_OVER,62,0,2,135,BasicMCTS,56.0,55.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-1876231119,SushiGo,3,GAME_OVER,62,0,2,136,BasicMCTS,63.0,45.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-1294795098,SushiGo,3,GAME_OVER,62,0,2,137,BasicMCTS,59.0,45.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
127372284,SushiGo,3,GAME_OVER,62,0,2,138,BasicMCTS,54.0,44.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-991207967,SushiGo,3,GAME_OVER,60,0,2,139,BasicMCTS,62.0,43.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
1049258221,SushiGo,3,GAME_OVER,62,0,2,140,BasicMCTS,52.0,38.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-2039767727,SushiGo,3,GAME_OVER,64,0,2,141,BasicMCTS,46.0,44.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
1908179359,SushiGo,3,GAME_OVER,60,0,2,142,BasicMCTS,69.0,44.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
1115136563,SushiGo,3,GAME_OVER,60,0,2,143,BasicMCTS,63.0,54.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-1493045323,SushiGo,3,GAME_OVER,61,0,2,144,BasicMCTS,47.0,40.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-394703714,SushiGo,3,GAME_OVER,61,0,2,145,BasicMCTS,61.0,44.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-432712488,SushiGo,3,GAME_OVER,61,0,2,146,BasicMCTS,71.0,32.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
491282519,SushiGo,3,GAME_OVER,62,0,2,147,BasicMCTS,63.0,47.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-884033504,SushiGo,3,GAME_OVER,61,0,2,148,BasicMCTS,53.0,48.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
991772015,SushiGo,3,GAME_OVER,60,0,2,149,BasicMCTS,57.0,46.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
-835279488,SushiGo,3,GAME_OVER,61,0,2,150,BasicMCTS,66.0,45.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
288423849,SushiGo,3,GAME_OVER,60,0,2,151,BasicMCTS,72.0,46.0,Improved BasicMCTS,1,BasicMCTS,1,2,2,Improved BasicMCTS,Improved BasicMCTS,BasicMCTS,1
